Platform,Type,Owned,ForSale,Wishlist,Title,Publisher,Developer,DateAdded,Ownership,PriceLoose,PriceCIB,PriceNew,YourPrice,PricePaid,ItemCondition,BoxCondition,ManualCondition,Beat,PlayedCompletion,Notes
"PS Vita","VideoGame",1,0,0,"Freedom Wars","SCEI","Sony Japan Studio","06/30/2022","Sealed","57,89","83,21","105,73","105,73","185",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"God Wars: Future Past","Nippon Ichi Software Inc.","Kadokawa Games","01/12/2022","CIB","86,38","96,43","126,88","96,43","102",10,10,9,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Grand Kingdom","NIS America, Inc.","Spike Chunsoft Co., Ltd.","04/02/2022","Sealed","158,55","176,47","227,33","227,33","210",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Gravity Rush","Sony Computer Entertainment America","Sony Japan Studio","11/16/2021","Sealed","172,24","242,18","317,2","317,2","71",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Killzone: Mercenary","Sony Computer Entertainment","Guerrilla Cambridge","11/16/2021","CIB","132,11","174,46","227,33","174,46","90",8,8,8,Yes,50%,""
"PS Vita","VideoGame",1,0,0,"Metal Gear Solid HD Collection","Konami","Kojima Productions (Konami)","01/12/2022","CIB","217,12","301,61","391,22","301,61","102",10,10,10,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Mortal Kombat","WB Games","NetherRealm Studios","11/16/2021","CIB","105,68","158,44","206,18","158,44","-1.0",8,8,8,Yes,50%,""
"PS Vita","VideoGame",1,0,0,"Natural Doctrine","NIS America, Inc.","Kadokawa Games","06/30/2022","Sealed","151,62","158,55","206,18","206,18","117",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Need for Speed: Most Wanted - A Criterion Game","EA Games","Criterion Games","06/30/2022","Sealed","105,68","123,71","158,6","158,6","135",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Persona 4 Golden","Atlus Co., Ltd.","Atlus Co., Ltd.","11/16/2021","Sealed","200,89","239,06","311,92","311,92","-1.0",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"PlayStation All-Stars Battle Royale","Sony Computer Entertainment America","Superbot Entertainment","03/23/2022","Sealed","85,96","105,73","137,45","137,45","90",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Ragnarok Odyssey","XSEED Games","Game Arts","11/16/2021","Sealed","87,02","94,47","121,59","121,59","135",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Shiren the Wanderer: The Tower of Fortune and the Dice of Fate Eternal Wanderer Edition","Aksys Games","Chunsoft","10/24/2022","Sealed","190,9","229,07","296,06","296,06","199",?,9,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Sorcery Saga: The Curse of the Great Curry God","Aksys Games","Compile Heart, Inc.","11/16/2021","Sealed","221,04","264,34","343,64","343,64","159",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Soul Sacrifice","Sony Computer Entertainment","SCE Studios Japan","11/16/2021","Sealed","87,97","92,83","121,59","121,59","178",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"The Legend of Heroes: Trails of Cold Steel","XSEED Games","XSEED","01/12/2022","CIB","211,31","260,74","338,35","260,74","204",10,10,9,No, 0%,""
"PS Vita","VideoGame",1,0,0,"The Legend of Heroes: Trails of Cold Steel II","XSEED Games","Falcom","03/25/2022","Sealed","348,02","370,02","481,09","481,09","326,64",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Toukiden: The Age of Demons","Koei Tecmo","Omega Force","11/16/2021","Sealed","87,44","121,54","158,6","158,6","-1.0",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Trillion: God of Destruction","Idea Factory","Compile Heart, Inc.","11/16/2021","Sealed","134,23","143,9","185,03","185,03","177",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Uncharted: Golden Abyss","Sony Computer Entertainment America","Sony Bend Studio","11/16/2021","Sealed","126,88","145,91","190,32","190,32","123",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Unit 13","Sony Computer Entertainment America","Zipper Interactive","08/24/2022","CIB","77,93","90,24","116,31","90,24","83",8,8,8,No, 0%,""
"PS Vita","VideoGame",1,0,0,"World of Final Fantasy","Square Enix","Square Enix","11/16/2021","CIB","99,6","100,02","132,17","100,02","-1.0",10,10,10,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Ys: Memories of Celceta","XSEED Games","Falcom","05/20/2022","Loose","158,55","161,98","211,47","158,55","110",10,?,?,No, 0%,""
"NDS","VideoGame",1,0,0,"007 Goldeneye","Activision","n-Space, Inc","05/04/2022","Sealed","60,8","106,42","200,89","200,89","104",?,10,?,No, 0%,""
"NDS","VideoGame",1,0,0,"Advance Wars: Dual Strike","Nintendo","Intelligent Systems Co., Ltd.","11/16/2021","Loose","132,17","229,97","438,8","132,17","103",10,?,?,No, 0%,""
"NDS","VideoGame",1,0,0,"Dawn of Discovery","Ubisoft Entertainment","Related Designs","11/16/2021","Sealed","32,62","58,21","111,02","111,02","67",?,10,?,No, 0%,""
"NDS","VideoGame",1,0,0,"Digimon World Championship","Bandai Co., Ltd.","Bandai Co., Ltd.","11/16/2021","Loose","132,11","163,31","311,92","132,11","40",8,?,?,Yes,69%,""
"NDS","VideoGame",1,0,0,"Digimon World DS","Bandai Namco Entertainment","Bandai Namco Entertainment","11/16/2021","Loose","260,9","517,3","983,33","260,9","40",10,?,?,No, 0%,""
"NDS","VideoGame",1,0,0,"Digimon World: Dawn","Bandai Namco Entertainment","Bandai Namco Entertainment","11/16/2021","Loose","251,12","435,68","830,01","251,12","40",10,?,?,No, 0%,""
"NDS","VideoGame",1,0,0,"Digimon World: Dusk","Bandai Namco Entertainment","Bandai Namco Entertainment","11/16/2021","Loose","206,55","409,03","777,15","206,55","40",10,?,?,No, 0%,""
"NDS","VideoGame",1,0,0,"Dragon Ball Z: Attack of the Saiyans","Bandai Namco of America","Monolith Software, Inc.","07/28/2022","CIB","216,7","574,08","1.089,06","574,08","300",8,8,8,No, 0%,""
"NDS","VideoGame",1,0,0,"Dragon Ball: Origins","Atari SA","Game Republic","07/28/2022","Boxed","125,4","256,3","486,38","181,6","200",8,8,?,No, 0%,""
"NDS","VideoGame",1,0,0,"Glory of Heracles","Nintendo","Paon Corporation","07/28/2022","Boxed","60,85","105,68","200,89","87,87","100",8,8,?,No, 0%,""
"NDS","VideoGame",1,0,0,"Golden Sun: Dark Dawn","Nintendo","Camelot Software Planning","07/28/2022","Boxed","99,76","137,72","264,34","161,35","200",8,8,?,No, 0%,""
"NDS","VideoGame",1,0,0,"Heroes of Mana","Squaresoft","Brownie Brown","09/17/2022","Sealed","84,01","102,61","195,61","195,61","120",?,10,?,No, 0%,""
"NDS","VideoGame",1,0,0,"Kingdom Hearts 358/2 Days","Squaresoft","Hand","11/16/2021","Loose","103,41","132,17","253,76","103,41","112",8,?,?,No, 0%,""
"NDS","VideoGame",1,0,0,"Kingdom Hearts Re:Coded","Square Enix","Square Enix","11/16/2021","Loose","73,43","113,24","216,75","73,43","56",8,?,?,No, 0%,""
"NDS","VideoGame",1,0,0,"Lufia: Curse of the Sinistrals","Natsume","Neverland","07/28/2022","CIB","263,01","354,53","671,41","354,53","350",8,8,8,No, 0%,""
"NDS","VideoGame",1,0,0,"Metroid Prime: Hunters","Nintendo","Nintendo Software Technology","11/16/2021","CIB","91,2","211,42","401,79","211,42","-1.0",8,8,8,No, 0%,""
"NDS","VideoGame",1,0,0,"Monster Rancher DS","UFO Interactive Games, Inc.","CING, Inc.","11/16/2021","CIB","166,53","281,52","533,96","281,52","113",8,8,8,Yes,75%,""
"NDS","VideoGame",1,0,0,"Ninjatown","SouthPeak Interactive, LLC","Venan Entertainment","04/22/2022","Sealed","58,89","84,27","158,6","158,6","105",?,10,?,No, 0%,""
"NDS","VideoGame",1,0,0,"Pokémon Platinum Version","Nintendo","Game Freak","11/16/2021","CIB","422,94","578,47","1.099,63","578,47","-1.0",8,8,8,No, 0%,""
"NDS","VideoGame",1,0,0,"Pokémon White Version 2","Nintendo","Game Freak","11/16/2021","CIB","580,85","778,47","1.480,28","778,47","130",10,10,10,Yes,75%,""
"NDS","VideoGame",1,0,0,"Rabbids Go Home","Ubisoft Entertainment","Ubisoft Montpellier","07/09/2022","Sealed","30,56","41,29","79,3","79,3","49",?,10,?,No, 0%,""
"NDS","VideoGame",1,0,0,"Super Mario 64 DS","Nintendo","Nintendo","11/16/2021","Loose","84,53","117,58","222,04","84,53","46",8,?,?,No, 0%,""
"NDS","VideoGame",1,0,0,"The Chronicles of Narnia: Prince Caspian","Disney Interactive","Fall Line Studios","01/26/2022","Sealed","19,4","30,35","58,15","58,15","50",?,10,?,No, 0%,""
"NDS","VideoGame",1,0,0,"The Legend of Zelda: Phantom Hourglass","Nintendo","Nintendo EAD","11/16/2021","CIB","149,35","211,42","401,79","211,42","160",4,10,10,Yes,68%,""
"NDS","VideoGame",1,0,0,"The Legend of Zelda: Spirit Tracks","Nintendo","Nintendo","11/16/2021","Loose","264,28","356,11","676,7","264,28","150",8,?,?,No, 0%,""
"NDS","VideoGame",1,0,0,"Tom Clancy's EndWar","Ubisoft Entertainment","Ubisoft Shanghai","04/25/2022","CIB","26,12","35,95","68,73","35,95","35,48",8,8,9,No, 0%,""
"NDS","VideoGame",1,0,0,"Trauma Center: Under the Knife","Atlus Co., Ltd.","Atlus Co., Ltd.","10/17/2022","Sealed","78,14","125,93","237,9","237,9","155",?,10,?,No, 0%,""
"NDS","VideoGame",1,0,0,"Valkyrie Profile: Covenant of the Plume","Square Enix","tri-Ace","11/16/2021","Sealed","103,09","149,46","285,48","285,48","184",?,10,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Crisis Core: Final Fantasy VII","Square Enix","Square Enix","11/16/2021","Sealed","79,04","128,68","216,75","216,75","102",?,10,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Digimon Adventure","Bandai Namco Entertainment","Prope","11/16/2021","CIB","-1.0", "-1.0", "-1.0", "-1.0","193",10,10,10,Yes,75%,""
"PSP","VideoGame",1,0,0,"Digimon World Re:Digitize","Bandai Namco Entertainment","Tri-crescendo","11/16/2021","Sealed","68,99","89,56","179,75","179,75","106",?,10,?,Yes,64%,""
"PSP","VideoGame",1,0,0,"Dissidia 012: Duodecim Final Fantasy","Square Enix","Square Enix","11/16/2021","Sealed","66,3","110,6","190,32","190,32","95",?,10,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Dragon Ball Z: Shin Budokai","Bandai Co., Ltd.","Dimps Corporation","01/12/2022","CIB","-1.0", "-1.0", "-1.0", "-1.0","63",8,8,8,No, 0%,""
"PSP","VideoGame",1,0,0,"Dungeon Siege: Throne of Agony","Take-Two Interactive Software, Inc.","SuperVillain Studios","01/12/2022","CIB","30,03","55,99","95,16","55,99","28",10,10,10,No, 0%,""
"PSP","VideoGame",1,0,0,"Field Commander","Sony Online Entertainment","Sony Online Entertainment","09/19/2022","Sealed","23,53","47,63","79,3","79,3","90",?,10,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Final Fantasy","Square Enix","Tose Co., Ltd.","02/02/2022","Sealed","68,09","107,06","179,75","179,75","175",?,10,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Final Fantasy II","Square Enix","Tose Co., Ltd.","08/16/2022","Sealed","84,53","117,52","200,89","200,89","230",?,10,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Final Fantasy IV: The Complete Collection","Square Enix","Square Enix","11/16/2021","Sealed","156,38","193,07","327,78","327,78","80",?,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Final Fantasy Tactics: The War of the Lions [Greatest Hits]","null","Square Enix","11/16/2021","Sealed","79,25","109,01","185,03","185,03","60",?,10,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Ghostbusters: The Video Game","Sony Computer Entertainment","Red Fly Studio","11/16/2021","Sealed","63,44","83,32","142,74","142,74","20",?,10,?,No, 0%,""
"PSP","VideoGame",1,0,0,"God of War: Chains of Olympus","Sony Computer Entertainment","Ready at Dawn","11/16/2021","Loose","94,68","137,45","232,62","94,68","21",8,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"God of War: Ghost of Sparta","Sony Computer Entertainment","Ready at Dawn","11/16/2021","Loose","190,96","263,91","449,37","190,96","21",8,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Grand Theft Auto: Liberty City Stories","Rockstar Games","Rockstar Leeds","07/27/2022","Boxed","79,25","105,05","179,75","102,61","62",9,8,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Grand Theft Auto: Vice City Stories","Rockstar Games","Rockstar Leeds","07/27/2022","CIB","119,8","174,78","296,06","174,78","62",9,8,8,No, 0%,""
"PSP","VideoGame",1,0,0,"Gundam Battle Royale","Bandai Co., Ltd.","BEC Co., Ltd.","11/16/2021","CIB","44,57","79,25","158,6","79,25","30",8,6,8,No, 0%,""
"PSP","VideoGame",1,0,0,"Half-Minute Hero","XSEED Games","Opus Studio","09/19/2022","Sealed","79,04","117,31","200,89","200,89","120",?,10,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Kingdom Hearts: Birth by Sleep","Square Enix","Square Enix","01/28/2022","CIB","58,37","78,67","132,17","78,67","100",8,8,10,No, 0%,""
"PSP","VideoGame",1,0,0,"Kingdom of Paradise","Sony","Climax Entertainment","12/30/2022","Sealed","20,25","52,6","89,87","89,87","78",?,10,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Manhunt 2","Rockstar Games","Rockstar London","01/26/2022","Sealed","132,43","230,18","391,22","391,22","129",?,9,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Metal Gear Solid: Peace Walker","Konami","Kojima Productions (Konami)","11/16/2021","Sealed","86,33","146,49","248,48","248,48","49",?,10,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Phantasy Star Portable","Sega","Alfa System","05/25/2022","CIB","77,77","126,78","216,75","126,78","130",9,9,9,No, 0%,""
"PSP","VideoGame",1,0,0,"PixelJunk Monsters Deluxe","Sony","Q-Games","01/12/2022","Sealed","20,41","33,2","58,15","58,15","48",?,10,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Resistance: Retribution","Sony","Sony","07/14/2022","CIB","50,96","66,93","116,31","66,93","-1.0",9,9,9,No, 0%,""
"PSP","VideoGame",1,0,0,"Sid Meier's Pirates!","2K Games","Full Fat Games","12/07/2021","Sealed","39,6","45,68","79,3","79,3","42",?,10,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Star Ocean: First Departure","Square Enix","tri-Ace","01/28/2022","CIB","83","156,33","264,34","156,33","220",6,10,10,Yes,81%,""
"PSP","VideoGame",1,0,0,"Star Ocean: Second Evolution","Square Enix","tri-Ace","01/28/2022","CIB","193,33","292,83","496,95","292,83","220",8,8,10,Yes,75%,""
"PSP","VideoGame",1,0,0,"Super Robot Wars MX Portable","Banpresto Co., Ltd.","Banpresto Co., Ltd.","11/16/2021","CIB","-1.0", "-1.0", "-1.0", "-1.0","30",8,6,8,No, 0%,""
"PSP","VideoGame",1,0,0,"Syphon Filter: Dark Mirror [Greatest Hits]","Sony","Sony Bend","11/16/2021","Sealed","21,52","22,89","37,01","37,01","39",?,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Syphon Filter: Logan's Shadow","Sony Computer Entertainment America","Sony Bend","11/16/2021","Sealed","29,98","33,52","58,15","58,15","20",?,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Tactics Ogre: Let Us Cling Together","Square Enix","Square Enix","11/16/2021","Sealed","125,45","161,03","274,91","274,91","76",?,10,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Tales of the World: Radiant Mythology","Bandai Namco Entertainment","Namco Tales Studio","07/26/2022","CIB","103,62","181,86","306,63","181,86","150",9,9,9,No, 0%,""
"PSP","VideoGame",1,0,0,"The Warriors","Rockstar Games","Rockstar Toronto","11/16/2021","Sealed","169,17","269,04","459,94","459,94","159",?,10,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Twisted Metal: Head-On","Sony Computer Entertainment","Incognito Entertainment","11/16/2021","Sealed","39,6","52,87","89,87","89,87","39",?,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Valkyria Chronicles II","Sega","Sega","07/20/2022","CIB","164,36","190,32","322,49","190,32","177",9,9,9,No, 0%,""
"PSP","VideoGame",1,0,0,"Valkyrie Profile: Lenneth","Square Enix","tri-Ace","01/28/2022","CIB","132,59","205,12","348,92","205,12","220",8,8,10,No, 0%,""
"PSP","VideoGame",1,0,0,"Warhammer 40,000: Squad Command","THQ","Redlynx Ltd","01/12/2022","CIB","42,08","64,5","111,02","64,5","46",8,8,8,No, 0%,""
"PSP","VideoGame",1,0,0,"Wipeout Pure","Sony","Sony","01/12/2022","CIB","16,07","31,72","52,87","31,72","36",10,10,10,No,34%,""
"PSP","VideoGame",1,0,0,"Yggdra Union: We'll Never Fight Alone","Atlus Co., Ltd.","Sting Entertainment","04/14/2022","Loose","178,64","220,09","375,36","178,64","49",6,?,?,No, 0%,""
"3DS","VideoGame",1,0,0,"7th Dragon III Code: VFD Launch Edition","null","null","11/16/2021","Sealed","303,14","407,71","613,26","613,26","170",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"Animal Crossing: New Leaf","Nintendo","Nintendo EAD","11/16/2021","CIB","80,73","89,56","132,17","89,56","-1.0",8,8,8,No, 0%,""
"3DS","VideoGame",1,0,0,"Bravely Default","Nintendo","Silicon Studio","11/16/2021","CIB","157,6","184,77","274,91","184,77","-1.0",8,8,8,No, 0%,""
"3DS","VideoGame",1,0,0,"Bravely Second: End Layer","Nintendo","Silicon Studio","11/16/2021","Sealed","103,41","154,16","232,62","232,62","55",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"Castlevania: Lords of Shadow - Mirror of Fate","Konami","Mercury Steam Entertainment S.L.","10/17/2022","Sealed","138,99","189,26","285,48","285,48","175",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"Code Name: S.T.E.A.M.","Nintendo","Intelligent Systems Co., Ltd.","09/23/2022","Sealed","22,31","28,81","42,29","42,29","50",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"Donkey Kong Country Returns 3D","Nintendo","Monster Games, Inc.","11/16/2021","CIB","55,51","86,65","132,17","86,65","-1.0",8,8,8,Yes,100%,""
"3DS","VideoGame",1,0,0,"Dragon Ball: Fusions","Bandai Namco Entertainment","Ganbarion","11/16/2021","Sealed","264,34","297,59","444,08","444,08","-1.0",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"Dragon Quest VIII: Journey of the Cursed King","Nintendo","Cygames","11/16/2021","Sealed","422,88","545,85","819,44","819,44","90",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"Ever Oasis","Nintendo","Grezzo","05/15/2022","Sealed","169,97","189,53","285,48","285,48","260,3",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"Fantasy Life","Nintendo","Level-5","11/16/2021","CIB","195,61","253,71","380,64","253,71","-1.0",8,8,8,No, 0%,""
"3DS","VideoGame",1,0,0,"Fire Emblem: Awakening","Nintendo","Intelligent Systems Co., Ltd.","11/16/2021","Sealed","161,24","192,86","290,77","290,77","132",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"Fossil Fighters: Frontier","Spike Chunsoft","Red Entertainment Corporation","12/30/2021","Sealed","92,36","133,49","200,89","200,89","89",?,?,?,No, 0%,""
"3DS","VideoGame",1,0,0,"Harvest Moon 3D: The Tale of Two Towns","Natsume","Marvelous Interactive","11/16/2021","Sealed","68,73","106,69","158,6","158,6","95",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"Hometown Story","Natsume","Natsume","11/16/2021","CIB","39,65","53,08","79,3","53,08","-1.0",10,10,10,Yes,89%,""
"3DS","VideoGame",1,0,0,"Kid Icarus: Uprising","Nintendo","Project Sora","11/16/2021","Sealed","259,05","350,19","523,38","523,38","200",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"Kingdom Hearts 3D: Dream Drop Distance","Square Enix","Square Enix","11/16/2021","Sealed","73,49","113,4","169,17","169,17","180",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"Kirby: Triple Deluxe","Nintendo","HAL Laboratory","09/30/2022","Sealed","89,13","103,04","153,31","153,31","143",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"LBX: Little Battlers eXperience","Nintendo","Level-5","10/07/2022","Sealed","57,84","68,67","100,45","100,45","158",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"Luigi's Mansion: Dark Moon","Nintendo","Next Level Games","11/16/2021","CIB","72,16","79,88","121,59","79,88","100",8,8,8,No, 0%,""
"3DS","VideoGame",1,0,0,"Mario & Luigi: Dream Team","Nintendo","AlphaDream","03/25/2022","Sealed","93,26","114,56","174,46","174,46","150",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"Mario & Luigi: Paper Jam","Nintendo","Alphadream Corporation","02/18/2022","Sealed","155,85","190,22","285,48","285,48","190",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"Metroid Prime: Federation Force","Nintendo","Next Level Games","11/16/2021","Sealed","139,94","158,55","237,9","237,9","45",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"Metroid: Samus Returns","Nintendo","Mercury Steam Entertainment S.L.","06/17/2022","CIB","133,33","174,41","259,05","174,41","241",10,10,10,Yes,51%,""
"3DS","VideoGame",1,0,0,"Persona Q2: New Cinema Labyrinth","null","Atlus","09/03/2022","Sealed","264,34","309,27","465,23","465,23","241",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"Persona Q: Shadow of the Labyrinth","Atlus Co., Ltd.","Atlus Co., Ltd.","07/14/2022","Sealed","165,26","178,43","269,62","269,62","200,25",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"Pokémon Alpha Sapphire","Nintendo","Game Freak","11/16/2021","CIB","153,31","173,67","259,05","173,67","132",8,8,8,Yes,100%,""
"3DS","VideoGame",1,0,0,"Pokémon Mystery Dungeon: Gates to Infinity","Nintendo","Nintendo","11/16/2021","CIB","132,11","155,96","232,62","155,96","110",8,8,8,No, 0%,""
"3DS","VideoGame",1,0,0,"Pokémon Ultra Moon","Nintendo","Game Freak","11/16/2021","Sealed","164,05","195,56","290,77","290,77","140",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"Pokémon Y","Nintendo","Game Freak","11/16/2021","CIB","153,26","161,51","243,19","161,51","130",10,10,10,Yes,100%,""
"3DS","VideoGame",1,0,0,"Project X Zone","Bandai Namco Entertainment","Bandai Namco Entertainment","11/16/2021","Sealed","205,34","290,98","438,8","438,8","108",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"Shin Megami Tensei IV","Atlus Co., Ltd.","Atlus Co., Ltd.","01/02/2023","Sealed","223,73","229,39","343,64","343,64","217",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"Stella Glow","Atlus U.S.A., Inc.","Imageepoch","09/17/2022","Sealed","204,86","264,28","396,5","396,5","240",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"Story of Seasons","Marvelous","Marvelous","11/16/2021","Sealed","116,31","152,26","227,33","227,33","113",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"Super Mario 3D Land [Nintendo Selects]","Nintendo","Nintendo","11/16/2021","CIB","47,32","65,82","100,45","65,82","114",10,10,10,Yes,100%,""
"3DS","VideoGame",1,0,0,"Super Mario Maker for Nintendo 3DS [Nintendo Selects]","Nintendo","Nintendo","11/16/2021","Sealed","44,88","56,36","84,59","84,59","-1.0",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"Super Smash Bros. for Nintendo 3DS","Nintendo","Bandai Namco Entertainment","11/16/2021","CIB","51,7","52,87","79,3","52,87","132",8,8,8,No,50%,""
"3DS","VideoGame",1,0,0,"Tales of the Abyss","Bandai Namco Entertainment","Bandai Namco Entertainment","01/19/2022","CIB","187,2","226,38","338,35","226,38","190",9,9,9,No, 0%,""
"3DS","VideoGame",1,0,0,"Tenkai Knights: Brave Battle","Bandai Namco Entertainment","Bandai Namco Entertainment","11/16/2021","Sealed","28,23","41,34","63,44","63,44","-1.0",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"The Legend of Zelda: Majora's Mask 3D","Nintendo","Grezzo","11/16/2021","Sealed","99,34","132,06","195,61","195,61","225",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"The Legend of Zelda: Ocarina of Time 3D","Nintendo","Grezzo","03/30/2022","Sealed","81,63","100,87","153,31","153,31","205",?,10,?,Yes,81%,""
"3DS","VideoGame",1,0,0,"The Legend of Zelda: Tri Force Heroes","Nintendo","Nintendo","10/20/2022","Sealed","68,89","94,37","142,74","142,74","150",?,10,?,No, 0%,""
"PC","VideoGame",1,0,0,"FIFA 12","Electronic Arts","Electronic Arts","11/16/2021","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0",6,6,6,Yes,100%,""
