Platform,Type,Owned,ForSale,Wishlist,Title,Publisher,Developer,DateAdded,Ownership,PriceLoose,PriceCIB,PriceNew,YourPrice,PricePaid,ItemCondition,BoxCondition,ManualCondition,Beat,PlayedCompletion,Notes
"PS Vita","VideoGame",1,0,0,"Final Fantasy X / X-2 HD Remaster","Square Enix","Square Enix","01/12/2022","CIB","78,76","89","227,44","89","102",10,10,10,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Freedom Wars","SCEI","Sony Japan Studio","06/30/2022","Sealed","64,47","88,5","135,92","135,92","185",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"God of War Collection","Sony","Sony","02/27/2023","Boxed","237,33","286,97","541,1","316,44","187",10,10,?,No,50%,""
"PS Vita","VideoGame",1,0,0,"God Wars: Future Past","Nippon Ichi Software Inc.","Kadokawa Games","01/12/2022","CIB","80,79","114,16","126,28","114,16","102",10,10,9,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Grand Kingdom","NIS America, Inc.","Spike Chunsoft Co., Ltd.","04/02/2022","Sealed","138,44","168,11","251,81","251,81","210",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Gravity Rush","Sony Computer Entertainment America","Sony Japan Studio","11/16/2021","Sealed","181,85","214,48","409,44","409,44","71",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Hyperdimension Neptunia Re;Birth1","Compile Heart, Inc.","Felistella","04/25/2023","Boxed","233,37","259,58","443,9","335,62","130",9,9,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"J-Stars Victory Vs+","Bandai Namco Entertainment","Bandai Namco Entertainment","04/25/2023","CIB","-1.0", "-1.0", "-1.0", "-1.0","100",9,10,9,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Killzone: Mercenary","Sony Computer Entertainment","Guerrilla Cambridge","11/16/2021","CIB","134,04","154,95","279,11","154,95","90",8,8,8,Yes,50%,""
"PS Vita","VideoGame",1,0,0,"Metal Gear Solid HD Collection","Konami","Kojima Productions (Konami)","01/12/2022","CIB","247,21","271,64","360,98","271,64","102",10,10,10,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Mortal Kombat","WB Games","NetherRealm Studios","11/16/2021","CIB","120,49","123,56","326,92","123,56","-1.0",8,8,8,Yes,50%,""
"PS Vita","VideoGame",1,0,0,"Muramasa Rebirth","Aksys Games","Vanillaware","02/27/2023","Boxed","275,2","333,79","474,16","356,78","187",9,9,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Natural Doctrine","NIS America, Inc.","Kadokawa Games","06/30/2022","Sealed","150,21","170,58","346,1","346,1","117",?,5,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Need for Speed: Most Wanted - A Criterion Game","EA Games","Criterion Games","06/30/2022","Sealed","99,48","120,59","197,62","197,62","135",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Norn9: Var Commons","Aksys Games","Idea Factory","04/25/2023","Boxed","106,55","125,44","166,38","156,83","70",9,9,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Persona 4 Golden","Atlus Co., Ltd.","Atlus Co., Ltd.","11/16/2021","Sealed","167,86","182,94","420,27","420,27","-1.0",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"PlayStation All-Stars Battle Royale","Sony Computer Entertainment America","Superbot Entertainment","03/23/2022","Sealed","75,4","100,42","163,16","163,16","90",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Ragnarok Odyssey","XSEED Games","Game Arts","11/16/2021","Sealed","80,2","87,76","217,55","217,55","135",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Resistance: Burning Skies","Sony Computer Entertainment","Nihilistic Software","04/18/2023","Sealed","107,79","125,34","203,9","203,9","115,8",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Shiren the Wanderer: The Tower of Fortune and the Dice of Fate Eternal Wanderer Edition","Aksys Games","Chunsoft","10/24/2022","Sealed","178,54","214,24","216,66","216,66","199",?,9,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Sorcery Saga: The Curse of the Great Curry God","Aksys Games","Compile Heart, Inc.","11/16/2021","Sealed","173,05","188,97","237,92","237,92","159",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Soul Sacrifice","Sony Computer Entertainment","SCE Studios Japan","11/16/2021","Sealed","85,29","118,61","173,05","173,05","178",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"The Legend of Heroes: Trails of Cold Steel","XSEED Games","XSEED","01/12/2022","CIB","177,99","209,64","271,39","209,64","204",10,10,9,No, 0%,""
"PS Vita","VideoGame",1,0,0,"The Legend of Heroes: Trails of Cold Steel II","XSEED Games","Falcom","03/25/2022","Sealed","250,23","284,05","396,83","396,83","326,64",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Tokyo Xanadu","Aksys Games","Nihon Falcom Corp.","04/25/2023","Boxed","203,16","242,02","393,07","299,38","180",9,9,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Toukiden: The Age of Demons","Koei Tecmo","Omega Force","11/16/2021","Sealed","78,12","94,83","182,94","182,94","-1.0",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Trillion: God of Destruction","Idea Factory","Compile Heart, Inc.","11/16/2021","Sealed","89,49","135,67","196,29","196,29","177",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Uncharted: Golden Abyss","Sony Computer Entertainment America","Sony Bend Studio","11/16/2021","Sealed","121,78","160,15","319,45","319,45","123",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Unit 13","Sony Computer Entertainment America","Zipper Interactive","08/24/2022","CIB","93,69","96,46","189,47","96,46","83",8,8,8,No, 0%,""
"PS Vita","VideoGame",1,0,0,"World of Final Fantasy","Square Enix","Square Enix","11/16/2021","CIB","88,45","120,29","138,19","120,29","-1.0",10,10,10,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Ys: Memories of Celceta","XSEED Games","Falcom","05/20/2022","Loose","128,55","142,1","224,13","128,55","110",10,?,?,No, 0%,""
"Switch","VideoGame",1,0,0,"13 Sentinels: Aegis Rim","Sega","Vanillaware","12/30/2022","CIB","153,27","163,01","196,68","163,01","140",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"A Short Hike","Super Rare Games","Whippoorwill Limited","10/20/2022","Sealed","232,13","243,11","379,77","379,77","235",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Advance Wars 1+2: Re-Boot Camp","Nintendo","WayForward Technologies","06/06/2023","Sealed","235,3","252,16","259,48","259,48","285",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Arietta of Spirits","null","null","11/14/2022","Sealed","-1.0", "-1.0", "-1.0", "-1.0","384",?,10,?,No, 0%,"Red edition"
"Switch","VideoGame",1,0,0,"Astral Chain","Nintendo","PlatinumGames","04/11/2023","CIB","155,65","169,24","228,57","169,24","265",9,6,9,Yes,79%,""
"Switch","VideoGame",1,0,0,"Atelier Lulua: The Scion of Arland","Koei Tecmo","Gust","07/28/2022","Sealed","163,71","166,13","198,07","198,07","199",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Atelier Ryza: Ever Darkness and the Secret Hideout","Koei Tecmo","Gust","02/16/2022","Sealed","192,09","238,56","287,31","287,31","254,41",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Attack on Titan 2: Final Battle","Koei Tecmo","Koei Tecmo","02/06/2023","Sealed","336,21","580,86","756,48","756,48","310",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Axiom Verge 1 & 2 Double Pack","Thomas Happ Games, LLC","Thomas Happ Games","10/07/2022","Sealed","232,43","276,88","345,01","345,01","266",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Aztech: Forgotten Gods","Limited Run Games","Lienzo","04/27/2023","Sealed","223,58","257,1","336,21","336,21","321,52",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Baldur's Gate and Baldur's Gate II: Enhanced Editions","null","Beamdog","12/02/2021","Sealed","202,72","210,97","238,61","238,61","190",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Battle Axe","Numskull Games","Bitmap Bureau Ltd.","07/21/2022","CIB","97,01","120,84","133,45","120,84","175",10,10,10,Yes,50%,""
"Switch","VideoGame",1,0,0,"Bayonetta 2","Nintendo","PlatinumGames","11/16/2021","CIB","182,94","191,44","257,1","191,44","352",10,10,10,Yes,74%,""
"Switch","VideoGame",1,0,0,"Bayonetta 3 [Trinity Masquerade Edition]","Nintendo","PlatinumGames","02/17/2023","CIB+","271,89","341,11","365,83","341,11","650",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Bayonetta Origins: Cereza and the Lost Demon","Nintendo","PlatinumGames","04/18/2023","Sealed","193,27","205,19","205,19","205,19","284,79",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Blasphemous [Deluxe Edition]","Team17 Software Limited","The Game Kitchen","04/11/2023","Sealed","-1.0", "-1.0", "-1.0", "-1.0","184,15",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Bloodstained: Ritual of the Night","505 Games","null","11/16/2021","Sealed","77,03","91,47","112,63","112,63","168",?,?,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Blue Reflection: Second Light","Koei Tecmo","Gust","04/19/2023","Sealed","182,94","191,25","230,7","230,7","238",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Bravely Default II","Nintendo","Square Enix","04/11/2023","Sealed","100,76","109,32","142,2","142,2","219",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Brigandine: The Legend of Runersia","null","Matrix Software","04/29/2022","Sealed","197,77","309,22","434,5","434,5","233,58",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Cadence of Hyrule: Crypt of the NecroDancer featuring The Legend of Zelda","Nintendo","Brace Yourself Games","02/22/2022","Sealed","134,98","157,23","201,78","201,78","131",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Captain Tsubasa: Rise of New Champions","Bandai Namco Entertainment","Bandai Namco Entertainment","12/02/2021","Sealed","68,53","76,88","102,79","102,79","186",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Castlevania Anniversary Collection","Konami","M2","06/13/2022","Sealed","222,39","222,44","303,13","303,13","290,1",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Chrono Cross: The Radical Dreamers Edition","Square Enix","Square Enix","07/26/2022","Sealed","114,95","197,77","197,77","197,77","220",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Collection of Mana","Square Enix","Square Enix","11/16/2021","CIB","93,35","101,26","123,56","101,26","140",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Contra Anniversary Collection","Limited Run Games","Konami","03/17/2023","Sealed","212,21","257,35","336,21","336,21","265",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Cris Tales","Modus Games","Dreams Uncorporated","01/16/2022","Sealed","46,97","49,44","65,51","65,51","162",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Crisis Core: Final Fantasy VII Reunion","Square Enix","Square Enix","06/06/2023","Sealed","152,14","172,9","197,77","197,77","260",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"CrossCode","Deck13 Interactive GmbH","Radical Fish Games","11/16/2021","Sealed","121,98","133,5","189,86","189,86","190",?,?,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Crypt of the NecroDancer","Brace Yourself Games","Brace Yourself Games","07/28/2022","CIB","98,05","112,73","136,71","112,73","149",10,10,10,Yes,50%,""
"Switch","VideoGame",1,0,0,"Crysis Remastered","Crytek GmbH","Saber Interactive","07/28/2022","Sealed","121,58","128,55","172,8","172,8","179",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"CRYSTAR","NIS America, Inc.","FuRyu","06/06/2023","Sealed","148,28","210,63","237,28","237,28","268",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Daemon X Machina","Nintendo","Marvelous","11/16/2021","Sealed","189,32","196,29","247,21","247,21","195",?,?,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Danganronpa Decadence","Spike Chunsoft","Spike Chunsoft Co., Ltd.","11/14/2022","Sealed","206,42","237,57","306,55","306,55","220",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Dark Souls Remastered","Bandai Namco Entertainment","FromSoftware, Inc.","11/07/2022","Sealed","129,29","143,38","188,72","188,72","218",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Darksiders II: Deathinitive Edition","THQ Nordic","THQ Nordic","04/19/2023","Sealed","93,35","108,77","151,44","151,44","179",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Dead Cells","Motion Twin","Motion Twin","11/16/2021","CIB","87,66","94,93","155,55","94,93","108",10,10,10,Yes,100%,""
"Switch","VideoGame",1,0,0,"Deadly Premonition 2: A Blessing in Disguise","Rising Star Games","Toybox","05/04/2022","Sealed","117,43","118,61","148,48","148,48","138,75",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Deadly Premonition Origins","Ignition Entertainment Ltd.","Access Games","04/20/2022","Sealed","118,66","135,97","177,99","177,99","190",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Diablo III: Eternal Collection","Blizzard Entertainment","Blizzard Entertainment","06/01/2022","Sealed","115,8","117,72","123,56","123,56","234",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Digimon Story Cyber Sleuth: Complete Edition","Bandai Namco Entertainment","Media.Vision Entertainment Inc.","11/16/2021","CIB","77,87","84","92,76","84","250",10,10,10,Yes,100%,""
"Switch","VideoGame",1,0,0,"Digimon Survive","Bandai Namco Entertainment","Witch Craft","12/28/2022","Sealed","109,17","119,8","148,03","148,03","209",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Disgaea 1 Complete","null","Nippon Ichi Software Inc.","11/16/2021","Sealed","113,08","125,24","169,59","169,59","170",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Disgaea 4 Complete+","NIS America, Inc.","Nippon Ichi Software Inc.","04/11/2023","Sealed","120,05","183,33","200,24","200,24","293",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Disgaea 5 Complete","NIS America, Inc.","Nippon Ichi Software Inc.","09/30/2022","Sealed","114,66","123,36","207,66","207,66","234",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Doom Slayers Collection","Bethesda Softworks","Bethesda","12/23/2021","Sealed","121,09","135,23","217,15","217,15","251",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Dragon Quest 1 2 3 Collection","Square Enix","Square Enix","03/21/2023","Sealed","171,86","197,62","222,49","222,49","217",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Dragon Quest Builders","Nintendo","Square Enix","11/16/2021","CIB","251,07","310,11","483,8","310,11","240",10,10,10,Yes,100%,""
"Switch","VideoGame",1,0,0,"Dragon Quest Builders 2","Square Enix","Square Enix","11/16/2021","Sealed","143,88","148,33","215,57","215,57","250",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition","Nintendo","Square Enix","11/16/2021","Sealed","173,05","190,36","236,68","236,68","300",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Dragon's Dogma: Dark Arisen","Capcom","Capcom","11/16/2021","Sealed","89,34","92,01","113,22","113,22","180",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Dreamscaper","null","null","01/17/2023","Sealed","168,4","197,77","247,17","247,17","289",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Dungeon Defenders: Awakened","Super Rare Games","null","05/25/2023","Sealed","-1.0", "-1.0", "-1.0", "-1.0","289,86",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Dying Light: Platinum Edition","Warner Bros. Interactive Entertainment","Techland Sp. z o.o","04/03/2023","Sealed","148,08","148,38","195,2","195,2","202",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Eastward","Chucklefish Games","Chucklefish","09/30/2022","CIB","97,4","109,62","139,43","109,62","219",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Ender Lilies: Quietus of the Knights","null","null","10/16/2022","CIB","184,72","210,08","280,39","210,08","278,5",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Enter the Gungeon","Devolver Digital","Dodge Roll","10/04/2022","Sealed","163,16","170,58","320,29","320,29","155",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Fallen Legion: Rise to Glory","NIS America, Inc.","YummyYummyTummy","11/16/2021","CIB","138,79","165,58","247,21","165,58","93",10,10,10,Yes,50%,""
"Switch","VideoGame",1,0,0,"Fatal Frame: Maiden of Black Water","Koei Tecmo","Koei Tecmo","01/04/2022","Sealed","211,81","222,49","237,23","237,23","307",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Fate/Extella Link","Marvelous","null","02/15/2022","Sealed","119,21","121,63","296,66","296,66","224,91",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Fate/Extella: The Umbral Star","XSEED Games","Marvelous","11/16/2021","CIB","100,12","130,68","223,88","130,68","150",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"FIFA 18","Electronic Arts","EA Vancouver and EA Romania","11/16/2021","CIB","64,87","74,51","120,64","74,51","-1.0",8,8,8,Yes,50%,""
"Switch","VideoGame",1,0,0,"Final Fantasy XII: The Zodiac Age","Square Enix","Square Enix","11/16/2021","Sealed","82,97","94,49","123,51","123,51","179",?,?,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Fire Emblem Engage","Nintendo","Intelligent Systems","04/11/2023","Sealed","-1.0", "-1.0", "-1.0", "-1.0","261,26",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Fire Emblem Warriors: Three Hopes","null","null","11/17/2022","CIB","112,48","128,55","131,07","128,55","228",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Fire Emblem: Three Houses","Nintendo","Intelligent Systems","04/11/2023","Sealed","206,62","209,24","274,51","274,51","277,61",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Garden Story","null","null","05/10/2023","Sealed","181,8","209,29","271,94","271,94","298",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"God Eater 3","Bandai Namco Entertainment","Bandai Namco Entertainment","11/16/2021","Sealed","83,95","89","140,91","140,91","245",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Hades","Supergiant Games","Supergiant Games","11/16/2021","CIB","101,36","106,3","131,81","106,3","244",10,10,10,Yes,86%,""
"Switch","VideoGame",1,0,0,"Harvest Moon: Light of Hope SE - Complete","Natsume","Natsume","11/16/2021","CIB","74,16","93,3","139,97","93,3","-1.0",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Harvest Moon: One World","Rising Star Games","Natsume","08/26/2022","Sealed","119,85","132,01","173,54","173,54","159",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Harvestella","Square Enix","Square Enix","05/26/2023","Sealed","148,28","154,06","195,6","195,6","256,8",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Heaven Dust Collection","Super Rare Games","null","03/01/2023","Sealed","-1.0", "-1.0", "-1.0", "-1.0","294",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Heroland Knowble Edition","XSEED Games","Marvelous","03/30/2022","Sealed","62,25","71,69","92,76","92,76","111,22",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Hollow Knight","Fangamer","Team Cherry","12/02/2021","CIB","138,89","157,87","172,8","157,87","250",10,10,10,Yes,89%,""
"Switch","VideoGame",1,0,0,"Horizon Chase Turbo","PM Studios","Aquiris Game Studio","02/18/2022","Sealed","131,86","162,22","187,74","187,74","140",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Hyrule Warriors: Age of Calamity","Nintendo","Koei Tecmo","05/13/2023","Sealed","180,42","182,94","216,86","216,86","240",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Hyrule Warriors: Definitive Edition","Nintendo","Koei Tecmo","11/16/2021","CIB","226,7","315,84","346","315,84","185",10,10,10,Yes,50%,""
"Switch","VideoGame",1,0,0,"Immortals Fenyx Rising","Ubisoft","Ubisoft","09/03/2022","Sealed","54,19","55,23","64,67","64,67","105,99",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Indivisible","505 Games","Lab Zero Games","05/12/2022","Sealed","69,27","79,75","103,83","103,83","130",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Infernax","Limited Run Games","null","10/04/2022","Sealed","190,65","227,68","271,94","271,94","210",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Katamari Damacy REROLL","Bandai Namco Entertainment","Bandai Namco Entertainment","08/24/2022","Sealed","64,97","71,05","79,41","79,41","139",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Kingdoms of Amalur: Re-Reckoning","THQ Nordic","Kaiko","05/12/2022","Sealed","84,5","99,53","123,56","123,56","130",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Kirby and the Forgotten Land","Nintendo","HAL Laboratory","04/11/2023","CIB","-1.0", "-1.0", "-1.0", "-1.0","238,74",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"L.A. Noire","Rockstar Games","Rockstar Games","11/16/2021","CIB","113,67","123,56","177,99","123,56","-1.0",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Labyrinth of Refrain: Coven of Dusk","NIS America, Inc.","Nippon Ichi Software Inc.","11/20/2021","Sealed","269,61","395,45","396,04","396,04","175",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Langrisser I & II","Kadokawa Shoten","Kadokawa Games","05/13/2023","Sealed","230,5","346,1","346,1","346,1","280",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Legend of Mana","Square Enix","Square Enix","04/17/2022","Sealed","169,89","174,53","232,38","232,38","246",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"LEGO City Undercover","WB Games","TT Games","06/16/2022","Sealed","77,87","79,06","80,34","80,34","151",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Little Dragons Cafe","null","Aksys Games","11/16/2021","CIB","74,12","83,9","113,47","83,9","-1.0",10,9,10,Yes,75%,""
"Switch","VideoGame",1,0,0,"Little Town Hero","NIS America, Inc.","Game Freak","11/16/2021","Sealed","158,17","173,05","247,17","247,17","240",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Live A Live","Square Enix","Square Enix","11/23/2022","CIB","168,11","177,99","189,96","177,99","219",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Luigi's Mansion 3","Nintendo","Next Level Games","04/11/2023","Sealed","173,05","180,37","191,44","191,44","219,23",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Maglam Lord","PQube","D3 Publisher Inc.","08/26/2022","Sealed","110,16","126,67","137,25","137,25","245",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Mario + Rabbids: Kingdom Battle","Ubisoft","Ubisoft Milan","11/16/2021","CIB","55,62","64,13","80,25","64,13","-1.0",10,10,10,Yes,91%,""
"Switch","VideoGame",1,0,0,"Mario Party Superstars","Nintendo","NDCube","03/07/2023","Sealed","184,67","197,77","205,19","205,19","244,93",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Mario Strikers: Battle League","Nintendo","Next Level Games","09/07/2022","CIB","158,66","180,42","197,18","180,42","197",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Marvel Ultimate Alliance 3: The Black Order","Nintendo","Team Ninja","04/14/2023","CIB","148,43","155,55","179,13","155,55","287,84",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"MegaMan Legacy Collection 1 + 2","Capcom","Digital Eclipse Software, Inc.","11/16/2021","CIB","106,1","108,77","165,58","108,77","-1.0",10,10,10,Yes,100%,""
"Switch","VideoGame",1,0,0,"Mercenaries Saga Chronicles","Circle Entertainment","Ride On","11/16/2021","CIB","173,05","193,67","219,72","193,67","-1.0",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Metroid Dread","Nintendo","Mercury Steam Entertainment S.L.","04/11/2023","Sealed","128,65","162,77","162,82","162,82","252",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Metroid Prime Remastered","Nintendo","Iron Galaxy Studios","04/05/2023","Sealed","158,17","163,9","179,48","179,48","224,89",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Monster Harvest","Merge Games","Merge Games","12/01/2021","Sealed","74,12","98,74","147,59","147,59","215",?,?,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Monster Hunter Generations Ultimate","Capcom","Capcom","04/19/2022","Sealed","77,13","84,15","97,8","97,8","160",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Monster Hunter Rise","Capcom","Capcom","05/16/2022","Sealed","64,28","67,34","81,88","81,88","249",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Monster Hunter Stories 2: Wings of Ruin","Capcom USA, Inc.","Capcom","04/17/2022","Sealed","84,05","105,76","118,66","118,66","246",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Moonlighter","11 bit studios","Digital Sun","11/16/2021","CIB","80,34","81,83","125,68","81,83","145",10,10,10,Yes,50%,""
"Switch","VideoGame",1,0,0,"Moving Out","Team17 Software Limited","SMG Studio","04/20/2022","CIB","73,62","104,57","133,45","104,57","190",10,10,10,No,5%,""
"Switch","VideoGame",1,0,0,"My Time At Portia","Team17 Software Limited","Pathea Games","11/16/2021","CIB","212,6","227,44","360,93","227,44","60",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"NEO: The World Ends With You","Square Enix","Square Enix","04/19/2023","Sealed","112,48","113,67","124,3","124,3","179",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"New Pokémon Snap","Nintendo","Bandai Namco Entertainment","02/23/2022","Sealed","139,73","143,34","148,33","148,33","239",?,?,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Ni no Kuni II: Revenant Kingdom - Prince's Edition","Bandai Namco Entertainment","Level-5","05/13/2023","Sealed","68,33","74,16","93,69","93,69","116",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Ni no Kuni: Wrath of the White Witch","Bandai Namco Entertainment","Level-5","11/16/2021","Sealed","75,45","76,09","108,68","108,68","170",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"NieR: Automata - The End of YoRHa Edition","Square Enix","PlatinumGames","01/17/2023","CIB","138,44","148,28","155,7","148,28","154",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Nights of Azure 2: Bride of the New Moon","Nippon Ichi Software Inc.","Tecmo Koei","12/07/2021","Sealed","242,17","288,35","485,28","485,28","188",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Ninja Gaiden: Master Collection","Nintendo","Koei Tecmo","08/10/2022","Sealed","154,16","203,11","215,08","215,08","175,23",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Nintendo Switch Sports","Nintendo","Nintendo EPD","05/03/2022","CIB","144,13","162,96","186,1","162,96","300",10,10,10,No,10%,""
"Switch","VideoGame",1,0,0,"No More Heroes 1+2","Marvelous","Grasshopper Manufacture","09/19/2022","Sealed","-1.0", "-1.0", "-1.0", "-1.0","240",?,10,?,No, 0%,""
