Platform,Type,Owned,ForSale,Wishlist,Title,Publisher,Developer,DateAdded,Ownership,PriceLoose,PriceCIB,PriceNew,YourPrice,PricePaid,ItemCondition,BoxCondition,ManualCondition,Beat,PlayedCompletion,Notes
"3DS","VideoGame",1,0,0,"Mario & Luigi: Paper Jam","Nintendo","Alphadream Corporation","02/18/2022","Sealed","136,03","236,89","305,44","305,44","190",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"Metroid Prime: Federation Force","Nintendo","Next Level Games","11/16/2021","Sealed","140,24","173,02","261,86","261,86","45",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"Pokémon Alpha Sapphire","Nintendo","Game Freak","11/16/2021","CIB","144,96","163,57","281,17","163,57","132",8,8,8,Yes,100%,""
"3DS","VideoGame",1,0,0,"Pokémon Mystery Dungeon: Gates to Infinity","Nintendo","Nintendo","11/16/2021","CIB","129,76","164,13","236,84","164,13","110",8,8,8,No, 0%,""
"3DS","VideoGame",1,0,0,"Pokémon Ultra Moon","Nintendo","Game Freak","11/16/2021","Sealed","156,65","187,04","243,48","243,48","140",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"Pokémon Y","Nintendo","Game Freak","11/16/2021","CIB","135,37","151,97","251,85","151,97","130",10,10,10,Yes,100%,""
"3DS","VideoGame",1,0,0,"Project X Zone","Bandai Namco Entertainment","Bandai Namco Entertainment","11/16/2021","Sealed","232,73","331,3","495,67","495,67","108",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"Story of Seasons","Marvelous","Marvelous","11/16/2021","Sealed","131,96","167,73","278,23","278,23","113",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"Super Mario 3D Land [Nintendo Selects]","Nintendo","Nintendo","11/16/2021","CIB","50,88","61,07","87,63","61,07","114",10,10,10,Yes,100%,""
"3DS","VideoGame",1,0,0,"Super Mario Maker for Nintendo 3DS [Nintendo Selects]","Nintendo","Nintendo","11/16/2021","Sealed","46,71","55,88","70,14","70,14","-1.0",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"Super Smash Bros. for Nintendo 3DS","Nintendo","Bandai Namco Entertainment","11/16/2021","CIB","52,23","56,44","123,87","56,44","132",8,8,8,No,50%,""
"3DS","VideoGame",1,0,0,"Tales of the Abyss","Bandai Namco Entertainment","Bandai Namco Entertainment","01/19/2022","CIB","206,68","294,22","438,71","294,22","190",9,9,9,No, 0%,""
"3DS","VideoGame",1,0,0,"Tenkai Knights: Brave Battle","Bandai Namco Entertainment","Bandai Namco Entertainment","11/16/2021","Sealed","25,2","31,38","46,67","46,67","-1.0",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"The Legend of Zelda: Majora's Mask 3D","Nintendo","Grezzo","11/16/2021","Sealed","100,44","126,77","167,4","167,4","225",?,10,?,No, 0%,""
"3DS","VideoGame",1,0,0,"The Legend of Zelda: Ocarina of Time 3D","Nintendo","Grezzo","03/30/2022","Sealed","79,59","112,18","140,05","140,05","205",?,10,?,Yes,81%,""
"PC","VideoGame",1,0,0,"FIFA 12","Electronic Arts","Electronic Arts","11/16/2021","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0",6,6,6,Yes,100%,""
"PC","VideoGame",1,0,0,"StarCraft II: Legacy of the Void","Blizzard Entertainment","Blizzard","11/16/2021","CIB","30,25","42,69","52,61","42,69","-1.0",6,6,6,Yes,100%,""
"NDS","VideoGame",1,0,0,"007 Goldeneye","Activision","n-Space, Inc","05/04/2022","Sealed","66,31","89,17","119,19","119,19","104",?,10,?,No, 0%,""
"NDS","VideoGame",1,0,0,"Advance Wars: Dual Strike","Nintendo","Intelligent Systems Co., Ltd.","11/16/2021","Loose","140,24","251,25","638,05","140,24","103",10,?,?,No, 0%,""
"NDS","VideoGame",1,0,0,"Dawn of Discovery","Ubisoft Entertainment","Related Designs","11/16/2021","Sealed","36,01","43,53","82,72","82,72","67",?,10,?,No, 0%,""
"NDS","VideoGame",1,0,0,"Digimon World Championship","Bandai Co., Ltd.","Bandai Co., Ltd.","11/16/2021","Loose","116,81","171,61","380,87","116,81","40",10,?,?,No, 0%,""
"NDS","VideoGame",1,0,0,"Digimon World DS","Bandai Namco Entertainment","Bandai Namco Entertainment","11/16/2021","Loose","106,38","233,76","523,35","106,38","40",10,?,?,No, 0%,""
"NDS","VideoGame",1,0,0,"Digimon World: Dawn","Bandai Namco Entertainment","Bandai Namco Entertainment","11/16/2021","Loose","163,66","335,98","453,49","163,66","40",10,?,?,No, 0%,""
"NDS","VideoGame",1,0,0,"Digimon World: Dusk","Bandai Namco Entertainment","Bandai Namco Entertainment","11/16/2021","Loose","132,94","347,72","659,33","132,94","40",10,?,?,No, 0%,""
"NDS","VideoGame",1,0,0,"Kingdom Hearts 358/2 Days","Squaresoft","Hand","11/16/2021","Loose","124,38","190,55","375,54","124,38","112",8,?,?,No, 0%,""
"NDS","VideoGame",1,0,0,"Kingdom Hearts Re:Coded","Square Enix","Square Enix","11/16/2021","Loose","73,65","139,49","233,76","73,65","56",8,?,?,No, 0%,""
"NDS","VideoGame",1,0,0,"Metroid Prime: Hunters","Nintendo","Nintendo Software Technology","11/16/2021","CIB","116,9","184,05","876,77","184,05","-1.0",8,8,8,No, 0%,""
"NDS","VideoGame",1,0,0,"Monster Rancher DS","UFO Interactive Games, Inc.","CING, Inc.","11/16/2021","CIB","233,76","322,65","509,7","322,65","113",8,8,8,Yes,81%,""
"NDS","VideoGame",1,0,0,"Ninjatown","SouthPeak Interactive, LLC","Venan Entertainment","04/22/2022","Sealed","53,03","92,68","156,37","156,37","105",?,10,?,No, 0%,""
"NDS","VideoGame",1,0,0,"Pokémon Platinum Version","Nintendo","Game Freak","11/16/2021","CIB","303,34","514,93","713,06","514,93","-1.0",8,8,8,No, 0%,""
"NDS","VideoGame",1,0,0,"Pokémon White Version 2","Nintendo","Game Freak","11/16/2021","CIB","467,56","595,03","1.143,12","595,03","130",10,10,10,Yes,75%,""
"NDS","VideoGame",1,0,0,"Super Mario 64 DS","Nintendo","Nintendo","11/16/2021","Loose","69,72","111,38","234,97","69,72","46",8,?,?,No, 0%,""
"NDS","VideoGame",1,0,0,"The Chronicles of Narnia: Prince Caspian","Disney Interactive","Fall Line Studios","01/26/2022","Sealed","12,72","26,65","51,67","51,67","50",?,10,?,No, 0%,""
"NDS","VideoGame",1,0,0,"The Legend of Zelda: Phantom Hourglass","Nintendo","Nintendo EAD","11/16/2021","CIB","116,86","198,69","590,36","198,69","160",10,10,10,No, 0%,""
"NDS","VideoGame",1,0,0,"The Legend of Zelda: Spirit Tracks","Nintendo","Nintendo","11/16/2021","Loose","231,75","267,43","651,62","231,75","150",8,?,?,No, 0%,""
"NDS","VideoGame",1,0,0,"Tom Clancy's EndWar","Ubisoft Entertainment","Ubisoft Shanghai","04/25/2022","CIB","21","30,91","40,78","30,91","35,48",8,8,9,No, 0%,""
"NDS","VideoGame",1,0,0,"Valkyrie Profile: Covenant of the Plume","Square Enix","tri-Ace","11/16/2021","Sealed","97,31","135,56","163,43","163,43","184",?,10,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Crisis Core: Final Fantasy VII","Square Enix","Square Enix","11/16/2021","Sealed","65","116,67","285,24","285,24","102",?,10,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Digimon Adventure","Bandai Namco Entertainment","Prope","11/16/2021","CIB","-1.0", "-1.0", "-1.0", "-1.0","193",10,10,10,Yes,75%,""
"PSP","VideoGame",1,0,0,"Digimon World Re:Digitize","Bandai Namco Entertainment","Tri-crescendo","11/16/2021","Sealed","-1.0", "-1.0", "-1.0", "-1.0","106",?,10,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Dissidia 012: Duodecim Final Fantasy","Square Enix","Square Enix","11/16/2021","Sealed","63,13","89,97","182,37","182,37","95",?,10,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Dragon Ball Z: Shin Budokai","Bandai Co., Ltd.","Dimps Corporation","01/12/2022","CIB","-1.0", "-1.0", "-1.0", "-1.0","63",8,8,8,No, 0%,""
"PSP","VideoGame",1,0,0,"Dungeon Siege: Throne of Agony","Take-Two Interactive Software, Inc.","SuperVillain Studios","01/12/2022","CIB+","27,03","43,58","91,46","43,58","28",10,10,10,No, 0%,""
"PSP","VideoGame",1,0,0,"Final Fantasy","Square Enix","Tose Co., Ltd.","02/02/2022","Sealed","63,6","120,32","199,81","199,81","175",?,10,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Final Fantasy IV: The Complete Collection","Square Enix","Square Enix","11/16/2021","Sealed","118,4","176,52","232,78","232,78","80",?,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Final Fantasy Tactics: The War of the Lions [Greatest Hits]","null","Square Enix","11/16/2021","Sealed","51,48","99,98","163,62","163,62","60",?,10,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Ghostbusters: The Video Game","Sony Computer Entertainment","Red Fly Studio","11/16/2021","Sealed","40,96","68,27","109,79","109,79","20",?,10,?,No, 0%,""
"PSP","VideoGame",1,0,0,"God of War: Chains of Olympus","Sony Computer Entertainment","Ready at Dawn","11/16/2021","Loose","69,3","91,18","209,3","69,3","21",8,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"God of War: Ghost of Sparta","Sony Computer Entertainment","Ready at Dawn","11/16/2021","Loose","127,33","169,51","281,31","127,33","21",8,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Gundam Battle Royale","Bandai Co., Ltd.","BEC Co., Ltd.","11/16/2021","CIB","-1.0", "-1.0", "-1.0", "-1.0","30",8,6,8,No, 0%,""
"PSP","VideoGame",1,0,0,"Kingdom Hearts: Birth by Sleep","Square Enix","Square Enix","01/28/2022","CIB","60,18","86,46","140,24","86,46","100",8,8,10,No, 0%,""
"PSP","VideoGame",1,0,0,"Manhunt 2","Rockstar Games","Rockstar London","01/26/2022","Sealed","92,87","187,65","394,76","394,76","129",?,9,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Metal Gear Solid: Peace Walker","Konami","Kojima Productions (Konami)","11/16/2021","Sealed","69,81","105,91","130,88","130,88","49",?,10,?,No, 0%,""
"PSP","VideoGame",1,0,0,"PixelJunk Monsters Deluxe","Sony","Q-Games","01/12/2022","Sealed","19,08","37,03","60,79","60,79","48",?,10,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Sid Meier's Pirates!","2K Games","Full Fat Games","12/07/2021","Sealed","31,19","49,1","102,17","102,17","42",?,10,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Star Ocean: First Departure","Square Enix","tri-Ace","01/28/2022","CIB","83,56","176,06","298,43","176,06","220",6,10,10,Yes,81%,""
"PSP","VideoGame",1,0,0,"Star Ocean: Second Evolution","Square Enix","tri-Ace","01/28/2022","CIB","200,84","347,06","425,43","347,06","220",8,8,10,Yes,75%,""
"PSP","VideoGame",1,0,0,"Super Robot Wars MX Portable","Banpresto Co., Ltd.","Banpresto Co., Ltd.","11/16/2021","CIB","-1.0", "-1.0", "-1.0", "-1.0","30",8,6,8,No, 0%,""
"PSP","VideoGame",1,0,0,"Syphon Filter: Dark Mirror [Greatest Hits]","Sony","Sony Bend","11/16/2021","Sealed","18,52","23,71","40,31","40,31","39",?,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Syphon Filter: Logan's Shadow","Sony Computer Entertainment America","Sony Bend","11/16/2021","Sealed","19,97","22,31","40,68","40,68","20",?,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Tactics Ogre: Let Us Cling Together","Square Enix","Square Enix","11/16/2021","Sealed","93,48","210,28","254,8","254,8","76",?,10,?,No, 0%,""
"PSP","VideoGame",1,0,0,"The Warriors","Rockstar Games","Rockstar Toronto","11/16/2021","Sealed","147,53","208,37","280,38","280,38","159",?,10,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Twisted Metal: Head-On","Sony Computer Entertainment","Incognito Entertainment","11/16/2021","Sealed","38,02","48,21","97,03","97,03","39",?,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Valkyrie Profile: Lenneth","Square Enix","tri-Ace","01/28/2022","CIB","171,19","268,88","476,82","268,88","220",8,8,10,No, 0%,""
"PSP","VideoGame",1,0,0,"Warhammer 40,000: Squad Command","THQ","Redlynx Ltd","01/12/2022","CIB+","37,22","62,75","93,48","62,75","46",8,8,8,No, 0%,""
"PSP","VideoGame",1,0,0,"Wipeout Pure","Sony","Sony","01/12/2022","CIB","21,04","27,64","37,92","27,64","36",10,10,10,No, 0%,""
"PSP","VideoGame",1,0,0,"Yggdra Union: We'll Never Fight Alone","Atlus Co., Ltd.","Sting Entertainment","04/14/2022","Loose","117","223,61","273,18","117","49",6,?,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Astral Chain","Nintendo","PlatinumGames","11/16/2021","CIB","194,34","234,09","273,97","234,09","265",10,10,10,Yes,80%,""
"Switch","VideoGame",1,0,0,"Atelier Ryza: Ever Darkness and the Secret Hideout","Koei Tecmo","Gust","02/16/2022","Sealed","188,96","189,38","232,73","232,73","254,41",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Baldur's Gate and Baldur's Gate II: Enhanced Editions","null","Beamdog","12/02/2021","Sealed","115,69","133,04","174,42","174,42","190",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Bayonetta 2","Nintendo","PlatinumGames","11/16/2021","CIB","179,14","189,38","303,9","189,38","352",10,10,10,Yes,74%,""
"Switch","VideoGame",1,0,0,"Bloodstained: Ritual of the Night","505 Games","null","11/16/2021","Sealed","88,8","89,92","112,32","112,32","168",?,?,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Brigandine: The Legend of Runersia","null","Matrix Software","04/29/2022","Sealed","301,28","346,5","418,98","418,98","233,58",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Cadence of Hyrule: Crypt of the NecroDancer featuring The Legend of Zelda","Nintendo","Brace Yourself Games","02/22/2022","Sealed","121,11","139,02","163,52","163,52","131",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Captain Tsubasa: Rise of New Champions","Bandai Namco Entertainment","Bandai Namco Entertainment","12/02/2021","Sealed","93,52","107,74","140,28","140,28","186",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Collection of Mana","Square Enix","Square Enix","11/16/2021","CIB","78,98","83,09","112,37","83,09","140",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Cris Tales","Modus Games","null","01/16/2022","Sealed","78,18","78,23","102,87","102,87","162",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"CrossCode","Deck13 Interactive GmbH","Radical Fish Games","11/16/2021","Sealed","127,8","137,9","191,72","191,72","190",?,?,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Daemon X Machina","Nintendo","Marvelous","11/16/2021","Sealed","145,85","180,4","226,79","226,79","195",?,?,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Dead Cells","Motion Twin","Motion Twin","11/16/2021","CIB","78,18","99,13","190,46","99,13","108",10,10,10,Yes,100%,""
"Switch","VideoGame",1,0,0,"Deadly Premonition 2: A Blessing in Disguise","Rising Star Games","Toybox","05/04/2022","Sealed","79,45","118,91","144,63","144,63","138,75",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Deadly Premonition Origins","Ignition Entertainment Ltd.","Access Games","04/20/2022","Sealed","107,6","128,64","140,24","140,24","190",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Digimon Story Cyber Sleuth: Complete Edition","Bandai Namco Entertainment","Media.Vision Entertainment Inc.","11/16/2021","CIB","71,03","83,61","106,57","83,61","250",10,10,10,Yes,100%,""
"Switch","VideoGame",1,0,0,"Disgaea 1 Complete","null","Nippon Ichi Software Inc.","11/16/2021","Sealed","131,68","137,9","198,64","198,64","170",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Disgaea 4 Complete+ (PAL)","NIS America, Inc.","Nippon Ichi Software Inc.","03/19/2022","Sealed","-1.0", "-1.0", "-1.0", "-1.0","293",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Doom Slayers Collection","Bethesda Softworks","Bethesda","12/23/2021","Sealed","124,85","149,64","169,37","169,37","251",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Dragon Quest Builders","Nintendo","Square Enix","11/16/2021","CIB","161,56","297,45","383,11","297,45","240",10,10,10,Yes,100%,""
"Switch","VideoGame",1,0,0,"Dragon Quest Builders 2","Square Enix","Square Enix","11/16/2021","Sealed","116,86","146,13","195,27","195,27","250",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition","Nintendo","Square Enix","11/16/2021","Sealed","140,24","179,7","221,83","221,83","300",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Dragon's Dogma: Dark Arisen","Capcom","Capcom","11/16/2021","Sealed","98,06","98,57","129,76","129,76","180",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Fallen Legion: Rise to Glory","NIS America, Inc.","YummyYummyTummy","11/16/2021","CIB","150,94","186,81","243,11","186,81","93",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"FATAL FRAME: Maiden of Black Water","Koei Tecmo","Koei Tecmo","01/04/2022","Sealed","203,74","228,33","275,7","275,7","307",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Fate/Extella Link","Marvelous","null","02/15/2022","Sealed","93,76","169,7","247,51","247,51","224,91",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Fate/Extella: The Umbral Star","XSEED Games","Marvelous","11/16/2021","CIB","125,51","187,04","280,57","187,04","150",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"FIFA 18","Electronic Arts","EA Vancouver and EA Romania","11/16/2021","CIB","40,92","51,44","80,76","51,44","-1.0",8,8,8,Yes,50%,""
"Switch","VideoGame",1,0,0,"Final Fantasy XII: The Zodiac Age","null","Square Enix","11/16/2021","Sealed","87,02","89,97","124,2","124,2","179",?,?,?,No, 0%,""
"Switch","VideoGame",1,0,0,"God Eater 3","Bandai Namco Entertainment","Bandai Namco Entertainment","11/16/2021","Sealed","88,8","102,27","132,1","132,1","245",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Hades","Supergiant Games","Supergiant Games","11/16/2021","CIB","116,9","119,29","140,28","119,29","244",10,10,10,Yes,86%,""
"Switch","VideoGame",1,0,0,"Harvest Moon: Light of Hope SE - Complete","Natsume","Natsume","11/16/2021","CIB","98,62","113,4","147,16","113,4","-1.0",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Heroland Knowble Edition","XSEED Games","Marvelous","03/30/2022","Sealed","68,74","76,08","114,1","114,1","111,22",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Hollow Knight","Fangamer","Team Cherry","12/02/2021","Sealed","132,05","154,69","201,07","201,07","250",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Horizon Chase Turbo","PM Studios","Aquiris Game Studio","02/18/2022","Sealed","110,31","132,85","220,15","220,15","140",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Hyrule Warriors: Definitive Edition","Nintendo","Koei Tecmo","11/16/2021","CIB","226,28","273,08","326,44","273,08","-1.0",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Indivisible","505 Games","Lab Zero Games","05/12/2022","Sealed","84,08","91,28","100,4","100,4","130",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Kingdoms of Amalur: Re-Reckoning","THQ Nordic","Kaiko","05/12/2022","Sealed","82,86","84,12","109,56","109,56","130",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"L.A. Noire","Rockstar Games","Rockstar Games","11/16/2021","CIB","97,22","132,99","317,98","132,99","-1.0",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Labyrinth of Refrain: Coven of Dusk","NIS America, Inc.","Nippon Ichi Software Inc.","11/20/2021","Sealed","93,48","133,27","154,31","154,31","175",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Legend of Mana","Square Enix","Square Enix","04/17/2022","Sealed","209,07","240,49","254,8","254,8","246",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Little Dragon's Cafe","null","Aksys Games","11/16/2021","CIB","65,23","77,72","120,55","77,72","-1.0",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Little Town Hero","NIS America, Inc.","Game Freak","11/16/2021","Sealed","164,97","198,87","247,46","247,46","240",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Mario + Rabbids: Kingdom Battle","Ubisoft","Ubisoft Milan","11/16/2021","CIB","55,08","57,75","73,65","57,75","-1.0",10,10,10,Yes,91%,""
"Switch","VideoGame",1,0,0,"MegaMan Legacy Collection 1 + 2","Capcom","Digital Eclipse Software, Inc.","11/16/2021","CIB","92,82","103,9","149,87","103,9","-1.0",10,10,10,Yes,100%,""
"Switch","VideoGame",1,0,0,"Mercenaries Saga Chronicles","Circle Entertainment","Ride On","11/16/2021","CIB","163,62","213,46","268,74","213,46","-1.0",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Monster Harvest","Merge Games","Merge Games","12/01/2021","Sealed","88,43","101,66","137,24","137,24","215",?,?,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Monster Hunter Generations Ultimate","Capcom","Capcom","04/19/2022","Sealed","93,85","97,31","124,81","124,81","160",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Monster Hunter Rise","Capcom","Capcom","05/16/2022","Sealed","120,36","130","136,64","136,64","249",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Monster Hunter Stories 2: Wings of Ruin","Capcom USA, Inc.","Capcom","04/17/2022","Sealed","149,64","163,52","172,6","172,6","246",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Moonlighter","11 bit studios","Digital Sun","11/16/2021","CIB","95,07","109,65","142,57","109,65","-1.0",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Moving Out","Team17 Software Limited","SMG Studio","04/20/2022","Sealed","93,48","96,75","127,84","127,84","190",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"My Time At Portia","Team17 Software Limited","Pathea Games","11/16/2021","CIB","179,19","201,07","273,65","201,07","60",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"New Pokémon Snap","Nintendo","Bandai Namco Entertainment","02/23/2022","Sealed","156,65","163,62","210,42","210,42","239",?,?,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Ni no Kuni: Wrath of the White Witch","Bandai Namco Entertainment","Level-5","11/16/2021","Sealed","84,26","91,14","113,82","113,82","170",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Nights of Azure 2: Bride of the New Moon","Nippon Ichi Software Inc.","Tecmo Koei","12/07/2021","Sealed","140,42","161,79","264,81","264,81","188",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Nintendo Switch Sports","Nintendo","Nintendo EPD","05/03/2022","Sealed","166,7","182,37","197,57","197,57","300",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"No More Heroes III","Grasshopper Manufacture inc.","Grasshopper Manufacture","12/23/2021","Sealed","162,12","169,88","244,33","244,33","285",?,?,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Ori: The Collection","Microsoft Studios","Moon Studios","12/14/2021","Sealed","157,21","183,96","197,28","197,28","271,32",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Pokémon Legends: Arceus","Nintendo","Game Freak","05/16/2022","Sealed","187","198,73","224,45","224,45","249",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Pokémon Sword","Nintendo","Game Freak","11/16/2021","CIB","147,3","159,6","187,04","159,6","290",10,10,10,Yes,100%,""
"Switch","VideoGame",1,0,0,"Pokémon: Let's Go, Eevee! + Poké Ball Plus Pack","Nintendo","Game Freak","11/16/2021","CIB+","487,9","561,09","977,31","561,09","-1.0",6,8,6,Yes,100%,""
"Switch","VideoGame",1,0,0,"Portal Knights","505 Games","Keen Games","11/16/2021","CIB","76,08","77,44","112,09","77,44","100",10,10,10,Yes,100%,""
"Switch","VideoGame",1,0,0,"Resident Evil: Revelations Collection","Capcom","Capcom","04/19/2022","Sealed","80,34","93,52","154,12","154,12","142",?,10,?,No, 0%,""
