Platform,Type,Owned,ForSale,Wishlist,Title,Publisher,Developer,DateAdded,Ownership,PriceLoose,PriceCIB,PriceNew,YourPrice,PricePaid,ItemCondition,BoxCondition,ManualCondition,Beat,PlayedCompletion,Notes
"Switch","VideoGame",1,0,0,"Fatal Frame: Maiden of Black Water","Koei Tecmo","Koei Tecmo","01/04/2022","Sealed","178,94","216,3","253,01","253,01","307",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Fate/Extella Link","Marvelous","null","02/15/2022","Sealed","127,44","147,04","366,58","366,58","224,91",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Fate/Extella: The Umbral Star","XSEED Games","Marvelous","11/16/2021","CIB","134,99","151,85","237,92","151,85","150",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"FIFA 18","Electronic Arts","EA Vancouver and EA Romania","11/16/2021","CIB","64,56","69,57","161,62","69,57","-1.0",8,8,8,Yes,50%,""
"Switch","VideoGame",1,0,0,"Final Fantasy XII: The Zodiac Age","Square Enix","Square Enix","11/16/2021","Sealed","97,62","102,13","136,71","136,71","179",?,?,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Fire Emblem Engage","Nintendo","Intelligent Systems","04/11/2023","Sealed","-1.0", "-1.0", "-1.0", "-1.0","261,26",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Fire Emblem Warriors: Three Hopes","null","null","11/17/2022","CIB","126,53","126,58","147,9","126,58","228",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Fire Emblem: Three Houses","Nintendo","Intelligent Systems","04/11/2023","Sealed","197,27","210,48","293,57","293,57","277,61",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"God Eater 3","Bandai Namco Entertainment","Bandai Namco Entertainment","11/16/2021","Sealed","97,37","101,22","146,13","146,13","245",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Hades","Supergiant Games","Supergiant Games","11/16/2021","CIB","111,29","126,43","159,24","126,43","244",10,10,10,Yes,86%,""
"Switch","VideoGame",1,0,0,"Harvest Moon: Light of Hope SE - Complete","Natsume","Natsume","11/16/2021","CIB","75,95","84,41","126,58","84,41","-1.0",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Harvest Moon: One World","Rising Star Games","Natsume","08/26/2022","Sealed","101,92","161,92","187,34","187,34","159",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Heaven Dust Collection","Super Rare Games","null","03/01/2023","Sealed","-1.0", "-1.0", "-1.0", "-1.0","294",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Heroland Knowble Edition","XSEED Games","Marvelous","03/30/2022","Sealed","78,43","90,18","95,19","95,19","111,22",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Hollow Knight","Fangamer","Team Cherry","12/02/2021","CIB","151,85","151,85","187,34","151,85","250",10,10,10,Yes,89%,""
"Switch","VideoGame",1,0,0,"Horizon Chase Turbo","PM Studios","Aquiris Game Studio","02/18/2022","Sealed","135,14","182,79","202,53","202,53","140",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Hyrule Warriors: Definitive Edition","Nintendo","Koei Tecmo","11/16/2021","CIB","212,66","272,76","319,24","272,76","185",10,10,10,Yes,50%,""
"Switch","VideoGame",1,0,0,"Immortals Fenyx Rising","Ubisoft","Ubisoft","09/03/2022","Sealed","57,06","65,82","79,75","79,75","105,99",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Indivisible","505 Games","Lab Zero Games","05/12/2022","Sealed","31,75","73,42","108,81","108,81","130",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Infernax","Limited Run Games","null","10/04/2022","Sealed","194,63","253,11","293,52","293,52","210",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Katamari Damacy REROLL","Bandai Namco Entertainment","Bandai Namco Entertainment","08/24/2022","Sealed","58,38","69,87","88,91","88,91","139",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Kingdoms of Amalur: Re-Reckoning","THQ Nordic","Kaiko","05/12/2022","Sealed","80,96","96,2","122,73","122,73","130",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Kirby and the Forgotten Land","Nintendo","HAL Laboratory","04/11/2023","CIB","-1.0", "-1.0", "-1.0", "-1.0","238,74",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"L.A. Noire","Rockstar Games","Rockstar Games","11/16/2021","CIB","117,77","126,03","239,29","126,03","-1.0",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Labyrinth of Refrain: Coven of Dusk","NIS America, Inc.","Nippon Ichi Software Inc.","11/20/2021","Sealed","252,81","421,06","546,84","546,84","175",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Legend of Mana","Square Enix","Square Enix","04/17/2022","Sealed","184,25","227,8","258,68","258,68","246",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"LEGO City Undercover","WB Games","TT Games","06/16/2022","Sealed","81,01","87,6","104,05","104,05","151",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Little Dragons Cafe","null","Aksys Games","11/16/2021","CIB","75,29","100,15","116","100,15","-1.0",10,9,10,Yes,75%,""
"Switch","VideoGame",1,0,0,"Little Town Hero","NIS America, Inc.","Game Freak","11/16/2021","Sealed","161,37","177,22","241,17","241,17","240",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Live A Live","Square Enix","Square Enix","11/23/2022","CIB","155,14","177,22","200,76","177,22","219",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Luigi's Mansion 3","Nintendo","Next Level Games","04/11/2023","Sealed","170,18","170,89","214,84","214,84","219,23",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Maglam Lord","PQube","D3 Publisher Inc.","08/26/2022","Sealed","117,06","139,39","151,9","151,9","245",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Mario + Rabbids: Kingdom Battle","Ubisoft","Ubisoft Milan","11/16/2021","CIB","55,75","65,72","99,44","65,72","-1.0",10,10,10,Yes,91%,""
"Switch","VideoGame",1,0,0,"Mario Party Superstars","Nintendo","NDCube","03/07/2023","Sealed","187,34","190,53","222,73","222,73","244,93",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Mario Strikers: Battle League","Nintendo","Next Level Games","09/07/2022","CIB","167,09","172,35","197,42","172,35","197",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"MegaMan Legacy Collection 1 + 2","Capcom","Digital Eclipse Software, Inc.","11/16/2021","CIB","101,27","106,58","161,98","106,58","-1.0",10,10,10,Yes,100%,""
"Switch","VideoGame",1,0,0,"Mercenaries Saga Chronicles","Circle Entertainment","Ride On","11/16/2021","CIB","177,22","188,35","230,89","188,35","-1.0",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Metroid Dread","Nintendo","Mercury Steam Entertainment S.L.","04/11/2023","Sealed","131,19","143,49","162,94","162,94","252",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Metroid Prime Remastered","Nintendo","Iron Galaxy Studios","04/05/2023","Sealed","197,42","198,73","217,67","217,67","224,89",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Monster Harvest","Merge Games","Merge Games","12/01/2021","Sealed","75,9","96,15","150,13","150,13","215",?,?,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Monster Hunter Generations Ultimate","Capcom","Capcom","04/19/2022","Sealed","69,47","86,23","99,14","99,14","160",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Monster Hunter Rise","Capcom","Capcom","05/16/2022","Sealed","72,41","96,25","116,3","116,3","249",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Monster Hunter Stories 2: Wings of Ruin","Capcom USA, Inc.","Capcom","04/17/2022","Sealed","100,15","104,66","141,01","141,01","246",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Moonlighter","11 bit studios","Digital Sun","11/16/2021","CIB","72,1","97,37","126,58","97,37","145",10,10,10,Yes,50%,""
"Switch","VideoGame",1,0,0,"Moving Out","Team17 Software Limited","SMG Studio","04/20/2022","CIB","67,14","128,66","136,66","128,66","190",10,10,10,No,5%,""
"Switch","VideoGame",1,0,0,"My Time At Portia","Team17 Software Limited","Pathea Games","11/16/2021","CIB","183,19","215,7","372,15","215,7","60",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"New Pokémon Snap","Nintendo","Bandai Namco Entertainment","02/23/2022","Sealed","135,65","146,68","151,9","151,9","239",?,?,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Ni no Kuni: Wrath of the White Witch","Bandai Namco Entertainment","Level-5","11/16/2021","Sealed","78,43","81,52","114,58","114,58","170",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"NieR: Automata - The End of YoRHa Edition","Square Enix","PlatinumGames","01/17/2023","CIB","136,71","151,85","164,1","151,85","154",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Nights of Azure 2: Bride of the New Moon","Nippon Ichi Software Inc.","Tecmo Koei","12/07/2021","Sealed","216,3","295,24","495,14","495,14","188",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Ninja Gaiden: Master Collection","Nintendo","Koei Tecmo","08/10/2022","Sealed","151,8","190,94","250,13","250,13","175,23",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Nintendo Switch Sports","Nintendo","Nintendo EPD","05/03/2022","CIB","146,84","151,44","181,52","151,44","300",10,10,10,No,10%,""
"Switch","VideoGame",1,0,0,"No More Heroes 1+2","Marvelous","Grasshopper Manufacture","09/19/2022","Sealed","-1.0", "-1.0", "-1.0", "-1.0","240",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"No More Heroes III","Grasshopper Manufacture inc.","Grasshopper Manufacture","12/23/2021","CIB","88,46","92,2","158,73","92,2","285",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Octopath Traveler","Square Enix","Square Enix","12/30/2022","Sealed","219,7","308,86","507,04","507,04","195",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Ori: The Collection","Microsoft Studios","Moon Studios","12/14/2021","Sealed","145,37","151,85","178,94","178,94","271,32",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Paper Mario: The Origami King","Nintendo","Intelligent Systems","09/30/2022","Sealed","115,95","140,25","182,99","182,99","180",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Persona 5 Royal","Sega","Atlus","12/28/2022","CIB","177,16","191,54","197,47","191,54","200",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Persona 5 Strikers","Atlus Co., Ltd.","Omega Force","01/17/2023","Sealed","91,09","98,68","102,28","102,28","115",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Pokémon Brilliant Diamond","Nintendo","ILCA","08/26/2022","CIB","159,9","217,72","283,54","217,72","194",10,10,10,Yes,67%,""
"Switch","VideoGame",1,0,0,"Pokémon Legends: Arceus","Nintendo","Game Freak","05/16/2022","CIB","177,22","187,75","212,61","187,75","249",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Pokémon Scarlet & Violet Dual Pack","Nintendo","Game Freak","02/27/2023","Sealed","-1.0", "-1.0", "-1.0", "-1.0","895",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Pokémon Sword","Nintendo","Game Freak","11/16/2021","CIB","146,63","156,96","227,6","156,96","290",10,10,10,Yes,100%,""
"Switch","VideoGame",1,0,0,"Pokémon: Let's Go, Eevee! + Poké Ball Plus Pack","Nintendo","Game Freak","11/16/2021","CIB","811,5","1.012,41","1.113,93","1.012,41","-1.0",6,8,6,Yes,100%,""
"Switch","VideoGame",1,0,0,"Portal Knights","505 Games","Keen Games","11/16/2021","CIB","78,43","80,96","141,57","80,96","100",10,10,10,Yes,100%,""
"Switch","VideoGame",1,0,0,"Record of Lodoss War: Deedlit in Wonder Labyrinth","Playism","null","01/02/2023","Sealed","126,08","144,96","191,04","191,04","138",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Resident Evil: Revelations Collection","Capcom","Capcom","04/19/2022","Sealed","83,49","94,94","158,33","158,33","142",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Ring Fit Adventure","Nintendo","Nintendo","11/16/2021","CIB","168,91","187,34","261,87","187,34","830",10,8,10,No,50%,""
"Switch","VideoGame",1,0,0,"Rune Factory 4 Special","XSEED Games","Marvelous Entertainment","11/16/2021","CIB","97,52","110,63","141,06","110,63","201",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Saints Row: The Third - The Full Package","KOCH Media","Deep Silver","02/01/2022","Sealed","75,95","82,23","106,94","106,94","142",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Sakuna: Of Rice and Ruin","XSEED Games","Edelweiss","01/20/2022","Sealed","97,47","101,22","120,2","120,2","225",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Shantae: Half-Genie Hero - Ultimate Edition","XSEED Games","WayForward Technologies","01/02/2023","Sealed","-1.0", "-1.0", "-1.0", "-1.0","180",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Shin Megami Tensei lll: Nocturne HD Remaster","Sega","Atlus","10/07/2022","Sealed","80,61","84,41","108,81","108,81","152",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Shin Megami Tensei V","Sega","Atlus","09/03/2022","Sealed","120,25","124,05","139,24","139,24","219",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Shining Resonance Refrain","Sega","Sega","12/30/2022","Sealed","108,81","160,56","227,29","227,29","160",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Shovel Knight: Treasure Trove","Yacht Club Games","Yacht Club Games","11/15/2022","Sealed","135,95","150,79","177,22","177,22","179,99",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Skul: The Hero Slayer","Neowiz Games","null","06/26/2022","Sealed","118,89","136,71","150,03","150,03","164",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Souldiers","Pix'n Love","null","03/02/2023","Sealed","-1.0", "-1.0", "-1.0", "-1.0","258",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Source of Madness","Super Rare Games","null","03/09/2023","Sealed","204,3","220,61","395,29","395,29","287,22",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Stardew Valley","Fangamer","ConcernedApe","06/16/2022","Sealed","140,35","151,85","172","172","177",?,?,?,No, 0%,""
"Switch","VideoGame",1,0,0,"SteamWorld Dig 2","Image & Form","Image & Form Games","11/16/2021","CIB","128,91","197,47","265,77","197,47","92",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Super Dragon Ball Heroes: World Mission","Bandai Namco Entertainment","Bandai Namco Entertainment","01/05/2022","Sealed","105,32","122,13","347,8","347,8","146",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Super Mario 3D All-Stars","Nintendo","Nintendo","11/16/2021","Sealed","313,92","334,18","410,13","410,13","300",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Super Mario 3D World + Bowser's Fury","Nintendo","Nintendo","03/07/2023","Sealed","190,28","197,57","228,51","228,51","244,93",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Super Mario Odyssey","Nintendo","Nintendo","11/16/2021","CIB","161,98","171,7","216,71","171,7","225",10,10,10,Yes,100%,""
"Switch","VideoGame",1,0,0,"Super Mario Party","Nintendo","Nintendo","11/16/2021","CIB","159,49","167,09","194,68","167,09","300",10,10,10,No,33%,""
"Switch","VideoGame",1,0,0,"Super Neptunia RPG","Idea Factory","Compile Heart","03/25/2022","Sealed","145,92","194,28","261,42","261,42","150",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Sword Art Online FATAL BULLET Complete Edition","Bandai Namco Entertainment","Dimps Corporation","07/16/2022","Sealed","92,2","93,32","184,35","184,35","159",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Tactics Ogre: Reborn","Square Enix","Square Enix","12/15/2022","CIB","141,52","177,22","209,87","177,22","257",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Tales of Symphonia Remastered","Bandai Namco Entertainment","Bandai Namco Entertainment","04/04/2023","Sealed","177,16","187,6","202,48","202,48","276",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Tales of Vesperia: Definitive Edition","Bandai Namco Entertainment","Bandai Namco Entertainment","11/16/2021","CIB","100,91","113,97","126,58","113,97","-1.0",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"The Diofield Chronicle","Square Enix","Square Enix","01/19/2023","CIB","171,39","177,22","222,79","177,22","233,28",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"The Elder Scrolls V: Skyrim","Bethesda Softworks","Bethesda Game Studios","11/28/2021","Sealed","166,13","172,1","199,9","199,9","235",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"The Legend of Heroes: Trails from Zero [Deluxe Edition]","NIS America, Inc.","Nihon Falcom Corp.","02/06/2023","CIB","202,53","286,08","316,86","286,08","250",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"The Legend of Heroes: Trails of Cold Steel III - Extracurricular Edition","NIS America, Inc.","Nihon Falcom Corp.","03/25/2022","Sealed","211,34","243,04","275,7","275,7","290",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"The Legend of Heroes: Trails of Cold Steel IV Frontline Edition","NIS America, Inc.","null","01/20/2022","Sealed","-1.0", "-1.0", "-1.0", "-1.0","292",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"The Legend of Zelda: Breath of the Wild","Nintendo","Nintendo","11/16/2021","CIB","172,05","177,42","213,32","177,42","-1.0",10,10,10,Yes,75%,""
"Switch","VideoGame",1,0,0,"The Legend of Zelda: Link's Awakening","Nintendo","Grezzo","11/16/2021","CIB","171,85","177,06","217,67","177,06","280",10,10,10,Yes,89%,""
"Switch","VideoGame",1,0,0,"The Legend of Zelda: Skyward Sword HD","Nintendo","Nintendo","11/16/2021","CIB","170,03","186,18","222,53","186,18","325",10,10,10,Yes,100%,""
"Switch","VideoGame",1,0,0,"The Outer Worlds","Private Division","Obsidian Entertainment","08/12/2022","Sealed","75,95","84,76","99,34","99,34","131",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"The Touryst","Shin'en Multimedia","Shin'en Multimedia","10/27/2022","Sealed","211,49","241,77","319,09","319,09","300",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"The Wonderful 101: Remastered","P&P Marketing","PlatinumGames","11/16/2021","Sealed","65,77","72,05","101,22","101,22","164",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Titan Quest","THQ Nordic","THQ Nordic","04/19/2022","Sealed","86,03","108","125,37","125,37","155",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Tokyo Mirage Sessions #FE Encore","Nintendo","Atlus","11/01/2022","Sealed","181,72","192,35","260,76","260,76","150",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Travis Strikes Again: No More Heroes","Grasshopper Manufacture inc.","Grasshopper Manufacture","07/06/2022","CIB","128,1","197,47","283,85","197,47","168",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Triangle Strategy","Square Enix","Square Enix","12/16/2022","CIB","152,25","156,05","190,89","156,05","230",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Trine: Ultimate Collection","Modus Games","Frozenbyte, Inc.","09/17/2022","Sealed","99,24","100,05","152,3","152,3","170",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Two Point Campus [Enrollment Edition]","Sega","Two Point Studios","01/17/2023","CIB","89,06","118,13","177,16","118,13","115",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Two Point Hospital","Sega","null","11/16/2021","Sealed","101,22","112","151,85","151,85","180",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"UnderMine","null","null","03/14/2023","Sealed","202,23","232,81","303,75","303,75","275",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Unrailed! (SRG#49)","Daedalic Entertainment","null","08/24/2022","Sealed","182,43","210,48","273,42","273,42","255",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Valkyria Chronicles 4","Sega","Sega","11/16/2021","CIB","121,37","143,8","411,65","143,8","209",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Wallachia Reign of Dracula","null","null","11/16/2021","CIB","253,17","258,18","346,89","258,18","200",10,10,10,Yes,66%,""
"Switch","VideoGame",1,0,0,"Wargroove","Chucklefish Games","Chucklefish","11/16/2021","CIB","159,24","187,9","188,3","187,9","196",10,10,10,Yes,100%,""
"Switch","VideoGame",1,0,0,"Xenoblade Chronicles 2","Nintendo","Monolith Software, Inc.","11/16/2021","CIB","223,7","257,62","334,18","257,62","350",10,10,10,Yes,68%,""
"Switch","VideoGame",1,0,0,"Xenoblade Chronicles 2: Torna the Golden Country","Nintendo","Monolith Soft","09/17/2022","CIB","227,85","255,14","291,8","255,14","240",10,10,10,Yes,67%,""
"Switch","VideoGame",1,0,0,"Xenoblade Chronicles 3","Nintendo","Monolith Software, Inc.","11/25/2022","CIB","191,85","193,82","220,15","193,82","246",10,10,10,No, 0%,""
"Switch","VideoGame",1,0,0,"Xenoblade Chronicles: Definitive Edition","Nintendo","Monolith Soft","11/16/2021","Sealed","182,28","183,54","226,33","226,33","330",?,10,?,Yes,80%,""
"Switch","VideoGame",1,0,0,"Ys IX Monstrum Nox - Pact Edition","NIS America, Inc.","Nihon Falcom Corp.","07/28/2022","Sealed","195,75","202,48","253,06","253,06","299",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Ys Origin","Limited Run Games","Nihon Falcom Corp.","05/03/2022","Sealed","151,9","164,66","212,66","212,66","181",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Ys VIII: Lacrimosa of DANA","NIS America, Inc.","Falcom","01/16/2022","Sealed","286,84","321,52","360,25","360,25","292",?,10,?,No, 0%,""
"Switch","VideoGame",1,0,0,"Zombies Ate My Neighbors and Ghoul Patrol","Limited Run Games","null","10/07/2022","Sealed","208,3","217,67","283,49","283,49","190",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Aegis of Earth: Protonovus Assault","Aksys Games","ACQUIRE","12/13/2022","Sealed","71,44","110,89","161,06","161,06","149",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Akiba's Trip: Undead & Undressed","XSEED Games","ACQUIRE","11/28/2021","CIB","124","188,61","242,48","188,61","165",10,10,10,Yes,40%,""
"PS Vita","VideoGame",1,0,0,"Army Corps of Hell","Square Enix","Entersphere","01/15/2023","Sealed","76,91","86,08","130,99","130,99","110",?,9,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Batman: Arkham Origins Blackgate","Warner Bros. Interactive Entertainment","Armature Studio","06/20/2022","Sealed","106,18","118,23","171,54","171,54","115",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Conception II: Children of the Seven Stars","Atlus Co., Ltd.","Spike Chunsoft Co., Ltd.","10/14/2022","Sealed","126,53","152,41","278,33","278,33","160",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Deception IV: Blood Ties","Koei Tecmo","Koei Tecmo","02/25/2022","Sealed","111,34","121,52","224,51","224,51","109,9",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Digimon World: Next Order","Bandai Namco Entertainment","B.B. Studio","11/16/2021","CIB","79,49","94,28","121,52","94,28","174",10,10,10,Yes,100%,""
"PS Vita","VideoGame",1,0,0,"Disgaea 3: Absence of Detention","Nippon Ichi Software Inc.","NIS","08/22/2022","Sealed","127,24","151,65","209,52","209,52","135",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Dragon's Crown","Atlus Co., Ltd.","Vanillaware","02/22/2022","CIB","85,11","158,94","206,33","158,94","130",9,9,9,Yes,34%,""
"PS Vita","VideoGame",1,0,0,"Dungeon Hunter: Alliance","null","null","11/16/2021","CIB","66,48","76,1","113,01","76,1","80",8,8,8,Yes,34%,""
"PS Vita","VideoGame",1,0,0,"Dynasty Warriors: Next","Koei Tecmo","Omega Force","01/26/2022","Sealed","89,06","103,09","194,48","194,48","117",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Exist Archive: The Other Side of The Sky","Aksys Games","Spike Chunsoft Co., Ltd.","02/22/2022","Sealed","97,27","97,87","151,85","151,85","140",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Final Fantasy X / X-2 HD Remaster","Square Enix","Square Enix","01/12/2022","CIB","94,58","120,41","325,87","120,41","102",10,10,10,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Freedom Wars","SCEI","Sony Japan Studio","06/30/2022","Sealed","62,13","89,72","131,6","131,6","185",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"God of War Collection","Sony","Sony","02/27/2023","Boxed","264,71","267,8","551,9","305,57","187",10,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"God Wars: Future Past","Nippon Ichi Software Inc.","Kadokawa Games","01/12/2022","CIB","82,13","99,49","126,53","99,49","102",10,10,9,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Grand Kingdom","NIS America, Inc.","Spike Chunsoft Co., Ltd.","04/02/2022","Sealed","151,85","173,42","278,48","278,48","210",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Gravity Rush","Sony Computer Entertainment America","Sony Japan Studio","11/16/2021","Sealed","176,81","200,35","452,3","452,3","71",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Killzone: Mercenary","Sony Computer Entertainment","Guerrilla Cambridge","11/16/2021","CIB","151,49","160,51","278,43","160,51","90",8,8,8,Yes,50%,""
"PS Vita","VideoGame",1,0,0,"Metal Gear Solid HD Collection","Konami","Kojima Productions (Konami)","01/12/2022","CIB","229,77","263,29","345,62","263,29","102",10,10,10,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Mortal Kombat","WB Games","NetherRealm Studios","11/16/2021","CIB","131,65","151,85","274,48","151,85","-1.0",8,8,8,Yes,50%,""
"PS Vita","VideoGame",1,0,0,"Muramasa Rebirth","Aksys Games","Vanillaware","02/27/2023","Boxed","234,53","346,74","439,95","275,04","187",9,9,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Natural Doctrine","NIS America, Inc.","Kadokawa Games","06/30/2022","Sealed","152,56","166,43","260,46","260,46","117",?,5,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Need for Speed: Most Wanted - A Criterion Game","EA Games","Criterion Games","06/30/2022","Sealed","105,62","129,87","210,13","210,13","135",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Persona 4 Golden","Atlus Co., Ltd.","Atlus Co., Ltd.","11/16/2021","Sealed","157,62","197,37","379,75","379,75","-1.0",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"PlayStation All-Stars Battle Royale","Sony Computer Entertainment America","Superbot Entertainment","03/23/2022","Sealed","81,22","88,61","189,87","189,87","90",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Ragnarok Odyssey","XSEED Games","Game Arts","11/16/2021","Sealed","83,9","85,77","245,62","245,62","135",?,10,?,No, 0%,""
"PS Vita","VideoGame",1,0,0,"Shiren the Wanderer: The Tower of Fortune and the Dice of Fate Eternal Wanderer Edition","Aksys Games","Chunsoft","10/24/2022","Sealed","182,84","219,39","221,01","221,01","199",?,9,?,No, 0%,""
